ts,resume_id,jd_hash,kw_raw,skill_raw,ngram_raw,cosine_blended,whole_doc_cos_raw,exp_cos_raw,final_score,jd_excerpt_60
2026-05-17T09:31:16.447297+00:00,,c489d46a470d66b8,0.0357,0.0,0.0,0.9817,0.9817,0.0,41,Job Title: Data Analyst  We are a fast-growing direct-to-con
2026-05-17T09:21:01.483758+00:00,,93332a1bf429ae28,0.0,0.0,0.0,0.9666,0.9666,0.0,39,Job Title: Full Stack Engineer  We are an established B2B Sa
2026-05-17T09:31:26.795545+00:00,,f4b0dd544f11bfa8,0.0556,0.0,0.0,0.9647,0.9647,0.0,41,Job Title: Senior Data Engineer  We are a global fintech org
2026-05-17T09:19:33.379655+00:00,5eac9e08-bbe2-4f14-8faf-75a3bf99a261,d2fa341f65ed0219,0.0,0.0,1.0,0.9616,0.9616,0.0,49,"Job Title: Product Designer  We are a well-funded, innovativ"
2026-05-17T09:29:07.800007+00:00,,98898065c2a1dd7b,0.0588,0.1667,0.0,0.9515,0.9515,0.0,45,Job Title: DevOps Engineer  We are a fast-paced cloud infras
2026-05-17T09:27:14.701794+00:00,,da0dde82ea9194c3,0.0,0.25,1.0,0.9491,0.9491,0.0,48,Job Title: Director of FP&A  We are a scaling global SaaS co
2026-05-17T09:32:06.617899+00:00,,da0dde82ea9194c3,0.0,0.5,1.0,0.9431,0.9431,0.0,59,Job Title: Director of FP&A  We are a scaling global SaaS co
2026-05-17T09:20:25.889879+00:00,,c489d46a470d66b8,0.0357,0.0,0.0,0.9428,0.9428,0.0,40,Job Title: Data Analyst  We are a fast-growing direct-to-con
2026-05-17T09:24:06.776484+00:00,,a0df1ac6af5aa940,0.0,0.0,0.0,0.9369,0.9369,0.0,38,Job Title: Senior Backend Engineer  We are a leading healtht
2026-05-17T09:22:08.564312+00:00,,c489d46a470d66b8,0.0357,0.0,0.0,0.9367,0.9367,0.0,39,Job Title: Data Analyst  We are a fast-growing direct-to-con
2026-05-17T09:31:16.459397+00:00,,c489d46a470d66b8,0.0714,0.0,0.0,0.9362,0.9362,0.0,41,Job Title: Data Analyst  We are a fast-growing direct-to-con
2026-05-17T09:28:03.854564+00:00,,03032fcbfa879876,0.0,0.4286,0.0,0.9352,0.9352,0.0,46,Job Title: Growth Marketing Manager  We are a rapidly expand
2026-05-17T09:24:57.146227+00:00,,98898065c2a1dd7b,0.0,0.0,0.0,0.9344,0.9344,0.0,38,Job Title: DevOps Engineer  We are a fast-paced cloud infras
2026-05-17T09:28:56.572878+00:00,,d2fa341f65ed0219,0.0294,0.4,1.0,0.919,0.919,0.0,58,"Job Title: Product Designer  We are a well-funded, innovativ"
2026-05-17T09:29:28.002043+00:00,,da0dde82ea9194c3,0.08,0.0,1.0,0.9086,0.9086,0.0,47,Job Title: Director of FP&A  We are a scaling global SaaS co
2026-05-17T09:26:51.340734+00:00,,d2fa341f65ed0219,0.0294,0.0,1.0,0.9077,0.9077,0.0,49,"Job Title: Product Designer  We are a well-funded, innovativ"
2026-05-17T09:28:40.157789+00:00,,c489d46a470d66b8,0.0357,0.0,0.0,0.902,0.902,0.0,39,Job Title: Data Analyst  We are a fast-growing direct-to-con
2026-05-17T09:28:47.824849+00:00,,f4b0dd544f11bfa8,0.0556,0.1818,0.0,0.8992,0.8992,0.0,41,Job Title: Senior Data Engineer  We are a global fintech org
2026-05-17T09:28:32.585598+00:00,,a0df1ac6af5aa940,0.0476,0.3333,0.0,0.8991,0.8991,0.0,45,Job Title: Senior Backend Engineer  We are a leading healtht
2026-05-17T09:27:32.502019+00:00,,93332a1bf429ae28,0.0,0.0,0.0,0.8978,0.8978,0.0,37,Job Title: Full Stack Engineer  We are an established B2B Sa
2026-05-17T09:30:16.286827+00:00,,03032fcbfa879876,0.0294,0.4286,0.0,0.8917,0.8917,0.0,46,Job Title: Growth Marketing Manager  We are a rapidly expand
2026-05-17T09:24:48.337744+00:00,,d2fa341f65ed0219,0.0588,0.0,1.0,0.8886,0.8886,0.0,49,"Job Title: Product Designer  We are a well-funded, innovativ"
2026-05-17T09:19:30.756242+00:00,5eac9e08-bbe2-4f14-8faf-75a3bf99a261,a0df1ac6af5aa940,0.0,0.0,0.0,0.8868,0.8868,0.0,37,Job Title: Senior Backend Engineer  We are a leading healtht
2026-05-17T09:21:19.808063+00:00,,03032fcbfa879876,0.0294,0.0,0.0,0.8854,0.8854,0.0,38,Job Title: Growth Marketing Manager  We are a rapidly expand
2026-05-17T09:26:10.516352+00:00,,cee8ff7a4b5f3e8c,0.0714,0.0,0.0,0.863,0.863,0.0,39,Job Title: Junior iOS Developer  We are an award-winning dig
2026-05-17T09:27:14.631879+00:00,,98898065c2a1dd7b,0.0,0.0,0.0,0.862,0.862,0.0,37,Job Title: DevOps Engineer  We are a fast-paced cloud infras
2026-05-17T09:28:24.633798+00:00,,cee8ff7a4b5f3e8c,0.0,0.0,0.0,0.8503,0.8503,0.0,36,Job Title: Junior iOS Developer  We are an award-winning dig
